episode,cpu_time,seed,total_reward,timesteps,agent_1_reward,agent_1_start_x,agent_1_start_y,agent_1_goal_x,agent_1_goal_y,agent_3_reward,agent_3_start_x,agent_3_start_y,agent_3_goal_x,agent_3_goal_y,agent_0_reward,agent_0_start_x,agent_0_start_y,agent_0_goal_x,agent_0_goal_y,agent_2_reward,agent_2_start_x,agent_2_start_y,agent_2_goal_x,agent_2_goal_y
25,0.53125,42,6.0,24,1.5,6,19,2,19,1.5,4,0,0,11,1.5,2,18,7,1,1.5,8,1,0,9
26,0.265625,42,6.0,11,1.5,9,8,1,10,1.5,4,0,3,3,1.5,3,19,6,17,1.5,0,14,6,19
27,0.578125,42,6.0,26,1.5,6,3,9,3,1.5,1,0,7,10,1.5,8,10,4,1,1.5,5,19,0,2
28,0.875,42,6.0,40,1.5,6,19,6,8,1.5,3,18,6,3,1.5,4,19,3,3,1.5,6,12,0,16
29,0.296875,42,6.0,12,1.5,6,11,3,16,1.5,0,9,0,4,1.5,0,10,7,10,1.5,6,8,8,1
30,0.4375,42,6.0,20,1.5,4,19,0,16,1.5,3,6,0,11,1.5,1,0,6,12,1.5,1,1,6,14
31,0.609375,42,6.0,27,1.5,6,4,9,11,1.5,0,19,6,3,1.5,1,0,3,2,1.5,8,9,9,18
32,0.390625,42,6.0,17,1.5,3,8,0,2,1.5,6,4,9,15,1.5,3,19,3,2,1.5,6,7,0,17
33,1.359375,42,6.0,63,1.5,4,10,0,9,1.5,8,0,4,18,1.5,3,16,0,7,1.5,4,9,2,19
34,1.0625,42,6.0,48,1.5,4,18,6,2,1.5,9,12,4,9,1.5,6,13,0,18,1.5,3,19,5,18
35,0.921875,42,6.0,43,1.5,2,18,5,9,1.5,3,6,3,18,1.5,8,10,5,19,1.5,9,14,9,2
36,0.46875,42,6.0,21,1.5,0,2,9,7,1.5,8,19,0,16,1.5,3,1,0,1,1.5,3,10,5,18
37,0.71875,42,6.0,33,1.5,6,0,0,13,1.5,0,12,2,9,1.5,3,3,6,13,1.5,3,4,3,0
38,0.421875,42,6.0,19,1.5,7,0,0,12,1.5,7,19,9,10,1.5,6,12,3,5,1.5,9,12,6,7
39,0.5625,42,6.0,25,1.5,2,0,6,0,1.5,0,4,3,11,1.5,9,17,0,16,1.5,2,1,5,19
40,2.140625,42,1.0,100,0.5,9,0,3,4,-0.5,8,10,9,14,0.5,3,3,9,15,0.5,4,1,1,10
41,2.15625,42,-1.5,100,0.5,3,1,2,10,-1.0,5,1,9,12,-0.5,6,9,9,9,-0.5,6,8,9,19
42,0.53125,42,6.0,23,1.5,0,19,3,18,1.5,0,5,9,19,1.5,1,0,3,2,1.5,5,10,9,16
43,0.546875,42,6.0,25,1.5,9,7,1,19,1.5,7,9,5,9,1.5,0,17,9,2,1.5,0,10,0,13
44,0.609375,42,6.0,28,1.5,3,4,6,12,1.5,7,19,3,11,1.5,4,9,3,6,1.5,0,2,3,15
45,0.34375,42,6.0,14,1.5,0,10,2,18,1.5,7,9,9,12,1.5,9,6,3,12,1.5,7,1,0,0
46,0.4375,42,6.0,20,1.5,2,1,9,0,1.5,0,14,0,17,1.5,9,13,0,7,1.5,0,3,9,7
47,1.015625,42,6.0,46,1.5,1,0,9,5,1.5,6,5,1,9,1.5,7,9,6,19,1.5,3,10,0,5
48,0.40625,42,6.0,19,1.5,3,3,9,16,1.5,8,0,5,0,1.5,3,0,3,5,1.5,9,19,4,19
49,0.734375,42,6.0,33,1.5,0,16,2,0,1.5,0,1,0,15,1.5,3,18,1,0,1.5,9,12,3,0
50,0.359375,42,6.0,16,1.5,6,14,5,0,1.5,0,14,6,16,1.5,0,2,3,2,1.5,9,16,9,11
51,0.40625,42,6.0,18,1.5,6,3,8,10,1.5,1,10,6,18,1.5,7,18,9,4,1.5,3,16,0,2
52,0.4375,42,6.0,20,1.5,7,1,0,14,1.5,0,15,9,11,1.5,0,9,3,18,1.5,8,19,6,1
53,0.671875,42,6.0,31,1.5,3,14,4,18,1.5,3,2,6,12,1.5,0,9,0,15,1.5,9,16,5,0
54,0.515625,42,6.0,23,1.5,9,14,9,11,1.5,3,1,0,2,1.5,3,4,9,15,1.5,5,9,4,19
55,0.484375,42,6.0,21,1.5,6,0,0,12,1.5,6,9,0,16,1.5,6,5,9,1,1.5,0,17,6,19
56,0.375,42,6.0,17,1.5,3,16,6,5,1.5,9,16,9,12,1.5,7,9,0,19,1.5,0,0,1,1
57,1.0625,42,6.0,48,1.5,8,10,8,1,1.5,4,9,0,2,1.5,7,1,6,9,1.5,3,18,9,2
58,0.3125,42,6.0,13,1.5,0,12,8,9,1.5,9,0,2,0,1.5,6,12,2,10,1.5,3,1,4,1
59,0.375,42,6.0,17,1.5,5,10,9,4,1.5,6,6,6,5,1.5,3,6,9,12,1.5,7,18,7,10
60,2.203125,42,-0.5,100,0.5,3,15,3,17,-1.0,3,11,9,15,-0.5,3,1,9,11,0.5,0,13,6,11
61,0.828125,42,6.0,37,1.5,2,19,2,1,1.5,5,10,7,9,1.5,9,4,2,9,1.5,4,0,9,19
62,0.46875,42,6.0,21,1.5,8,18,0,7,1.5,0,12,6,4,1.5,9,1,9,6,1.5,9,15,4,10
63,2.203125,42,-1.0,100,-0.5,0,16,3,3,-0.5,8,19,9,10,0.5,3,9,3,4,-0.5,1,9,9,11
64,0.515625,42,6.0,23,1.5,6,5,6,2,1.5,0,18,4,0,1.5,9,10,3,1,1.5,0,19,0,17
65,0.96875,42,6.0,43,1.5,5,18,1,9,1.5,6,18,9,0,1.5,0,13,0,6,1.5,0,2,1,0
66,1.8125,42,6.0,83,1.5,3,17,8,10,1.5,5,1,9,0,1.5,0,6,6,14,1.5,6,4,3,13
67,0.578125,42,6.0,27,1.5,9,18,8,1,1.5,7,1,5,18,1.5,3,4,9,5,1.5,5,0,9,2
68,1.046875,42,6.0,48,1.5,4,19,2,0,1.5,9,7,6,10,1.5,0,5,2,1,1.5,1,1,2,9
69,0.875,42,6.0,40,1.5,9,14,0,0,1.5,3,0,9,11,1.5,6,2,0,5,1.5,3,16,3,11
70,1.859375,42,6.0,87,1.5,9,7,0,12,1.5,0,10,3,14,1.5,5,9,9,0,1.5,0,11,0,6
71,1.0625,42,6.0,49,1.5,6,15,9,8,1.5,9,1,9,17,1.5,9,11,8,9,1.5,0,11,2,1
72,2.171875,42,0.0,100,-0.5,8,10,6,10,0.5,8,0,7,1,0.5,3,5,6,8,-0.5,6,3,6,7
73,0.4375,42,6.0,19,1.5,8,19,9,16,1.5,3,5,9,0,1.5,0,15,5,1,1.5,5,18,9,3
74,0.34375,42,6.0,15,1.5,8,0,2,9,1.5,6,15,0,7,1.5,4,1,6,10,1.5,3,12,2,18
75,0.5625,42,6.0,25,1.5,3,18,6,6,1.5,0,19,3,7,1.5,0,16,3,16,1.5,4,10,2,0
76,0.359375,42,6.0,16,1.5,5,0,3,12,1.5,3,5,6,15,1.5,3,10,3,18,1.5,7,1,1,1
77,0.515625,42,6.0,23,1.5,3,2,9,10,1.5,9,14,4,10,1.5,2,1,6,13,1.5,8,1,9,3
78,0.609375,42,6.0,27,1.5,3,6,9,2,1.5,5,18,6,11,1.5,7,19,9,15,1.5,4,1,4,18
79,0.34375,42,6.0,15,1.5,8,10,6,9,1.5,5,10,3,1,1.5,1,10,7,18,1.5,6,0,0,8
80,0.390625,42,6.0,16,1.5,7,1,6,16,1.5,1,10,9,3,1.5,1,0,6,5,1.5,0,4,5,0
81,2.140625,42,0.0,100,0.5,0,15,0,11,0.5,6,7,7,0,-0.5,9,10,6,9,-0.5,9,14,6,8
82,0.359375,42,6.0,16,1.5,0,9,0,15,1.5,9,12,0,19,1.5,6,3,6,19,1.5,5,9,9,15
83,2.15625,42,1.0,100,0.5,3,15,9,19,0.5,3,19,9,13,0.5,8,9,8,0,-0.5,6,4,9,12
84,0.296875,42,6.0,13,1.5,2,10,0,11,1.5,6,4,6,7,1.5,0,10,0,5,1.5,6,19,5,9
85,2.125,42,6.0,96,1.5,0,15,4,10,1.5,0,0,6,14,1.5,0,19,6,2,1.5,6,1,4,9
86,0.890625,42,6.0,42,1.5,7,0,4,19,1.5,9,10,6,5,1.5,5,9,8,9,1.5,7,18,2,1
87,0.5625,42,6.0,25,1.5,9,12,6,19,1.5,0,13,4,18,1.5,0,16,8,1,1.5,9,2,0,10
88,0.578125,42,6.0,26,1.5,7,0,1,18,1.5,9,10,3,6,1.5,6,12,7,19,1.5,3,16,6,13
89,0.671875,42,6.0,29,1.5,9,8,2,19,1.5,7,18,3,10,1.5,7,1,6,9,1.5,8,18,8,9
90,0.421875,42,6.0,19,1.5,3,4,0,10,1.5,9,15,6,0,1.5,5,10,0,17,1.5,0,18,9,12
91,2.15625,42,-0.5,100,0.5,7,1,1,0,-1.0,0,14,9,14,0.5,3,18,7,0,-0.5,3,12,6,0
92,0.71875,42,6.0,32,1.5,3,9,0,16,1.5,6,7,6,11,1.5,9,12,4,10,1.5,8,0,3,11
93,2.15625,42,0.5,100,0.5,0,0,3,17,-1.0,9,2,2,19,0.5,9,18,9,14,0.5,6,19,0,13
94,0.4375,42,6.0,20,1.5,9,5,6,4,1.5,0,14,6,15,1.5,9,2,4,10,1.5,6,9,0,3
95,0.609375,42,6.0,27,1.5,0,1,8,19,1.5,4,0,3,2,1.5,5,19,6,19,1.5,0,11,3,18
96,0.703125,42,6.0,33,1.5,4,1,3,3,1.5,3,19,9,10,1.5,9,16,0,1,1.5,3,4,5,1
97,0.59375,42,6.0,26,1.5,8,0,9,19,1.5,0,12,9,5,1.5,7,1,3,13,1.5,5,19,0,5
98,0.5,42,6.0,22,1.5,3,0,0,12,1.5,9,1,9,19,1.5,6,15,0,5,1.5,8,0,6,13
99,0.609375,42,6.0,28,1.5,6,13,0,10,1.5,6,11,9,8,1.5,0,2,6,8,1.5,0,15,6,14
100,0.3125,42,6.0,13,1.5,0,3,0,16,1.5,2,1,8,0,1.5,9,4,4,0,1.5,2,9,9,3
