episode,cpu_time,seed,total_reward,timesteps,agent_2_reward,agent_2_start_x,agent_2_start_y,agent_2_goal_x,agent_2_goal_y,agent_1_reward,agent_1_start_x,agent_1_start_y,agent_1_goal_x,agent_1_goal_y,agent_3_reward,agent_3_start_x,agent_3_start_y,agent_3_goal_x,agent_3_goal_y,agent_0_reward,agent_0_start_x,agent_0_start_y,agent_0_goal_x,agent_0_goal_y
20,0.1875,42,-4.0,100,-1.0,0,19,0,10,-1.0,3,5,0,12,-1.0,3,6,7,19,-1.0,8,18,0,2
21,0.171875,42,-3.5,100,-1.0,4,1,9,12,-1.0,6,16,5,0,-0.5,0,18,0,17,-1.0,6,19,9,8
22,0.1875,42,-4.0,100,-1.0,3,19,3,2,-1.0,6,16,2,1,-1.0,0,19,6,15,-1.0,4,19,3,12
23,0.1875,42,-3.5,100,-1.0,3,9,0,13,-1.0,6,6,3,7,-1.0,9,15,3,10,-0.5,6,9,0,10
24,0.1875,42,-3.5,100,-1.0,6,17,9,16,-0.5,4,19,7,18,-1.0,4,1,8,0,-1.0,9,9,2,18
25,0.1875,42,-4.0,100,-1.0,8,1,0,9,-1.0,6,19,2,19,-1.0,4,0,0,11,-1.0,2,18,7,1
26,0.1875,42,-3.5,100,-1.0,0,14,6,19,-1.0,9,8,1,10,-0.5,4,0,3,3,-1.0,3,19,6,17
27,0.1875,42,-4.0,100,-1.0,5,19,0,2,-1.0,6,3,9,3,-1.0,1,0,7,10,-1.0,8,10,4,1
28,0.1875,42,-4.0,100,-1.0,6,12,0,16,-1.0,6,19,6,8,-1.0,3,18,6,3,-1.0,4,19,3,3
29,0.1875,42,-3.5,100,-1.0,6,8,8,1,-1.0,6,11,3,16,-0.5,0,9,0,4,-1.0,0,10,7,10
30,0.1875,42,-3.5,100,-1.0,1,1,6,14,-0.5,4,19,0,16,-1.0,3,6,0,11,-1.0,1,0,6,12
31,0.1875,42,-3.5,100,-1.0,8,9,9,18,-1.0,6,4,9,11,-1.0,0,19,6,3,-0.5,1,0,3,2
32,0.203125,42,-4.0,100,-1.0,6,7,0,17,-1.0,3,8,0,2,-1.0,6,4,9,15,-1.0,3,19,3,2
33,0.171875,42,-3.5,100,-1.0,4,9,2,19,-0.5,4,10,0,9,-1.0,8,0,4,18,-1.0,3,16,0,7
34,0.171875,42,-4.0,100,-1.0,3,19,5,18,-1.0,4,18,6,2,-1.0,9,12,4,9,-1.0,6,13,0,18
35,0.171875,42,-4.0,100,-1.0,9,14,9,2,-1.0,2,18,5,9,-1.0,3,6,3,18,-1.0,8,10,5,19
36,0.203125,42,-3.5,100,-0.5,3,10,5,18,-1.0,0,2,9,7,-1.0,8,19,0,16,-1.0,3,1,0,1
37,0.203125,42,-3.5,100,-1.0,3,4,3,0,-1.0,6,0,0,13,-0.5,0,12,2,9,-1.0,3,3,6,13
38,0.171875,42,-4.0,100,-1.0,9,12,6,7,-1.0,7,0,0,12,-1.0,7,19,9,10,-1.0,6,12,3,5
39,0.15625,42,-4.0,100,-1.0,2,1,5,19,-1.0,2,0,6,0,-1.0,0,4,3,11,-1.0,9,17,0,16
40,0.1875,42,-4.0,100,-1.0,4,1,1,10,-1.0,9,0,3,4,-1.0,8,10,9,14,-1.0,3,3,9,15
41,0.171875,42,-4.0,100,-1.0,6,8,9,19,-1.0,3,1,2,10,-1.0,5,1,9,12,-1.0,6,9,9,9
42,0.171875,42,-3.0,100,-1.0,5,10,9,16,-0.5,0,19,3,18,-1.0,0,5,9,19,-0.5,1,0,3,2
43,0.171875,42,-4.0,100,-1.0,0,10,0,13,-1.0,9,7,1,19,-1.0,7,9,5,9,-1.0,0,17,9,2
44,0.171875,42,-3.5,100,-1.0,0,2,3,15,-1.0,3,4,6,12,-1.0,7,19,3,11,-0.5,4,9,3,6
45,0.1875,42,-2.5,100,-1.0,7,1,0,0,-1.0,0,10,2,18,-1.0,7,9,9,12,0.5,9,6,3,12
46,0.15625,42,-4.0,100,-1.0,0,3,9,7,-1.0,2,1,9,0,-1.0,0,14,0,17,-1.0,9,13,0,7
47,0.21875,42,-4.0,100,-1.0,3,10,0,5,-1.0,1,0,9,5,-1.0,6,5,1,9,-1.0,7,9,6,19
48,0.171875,42,-4.0,100,-1.0,9,19,4,19,-1.0,3,3,9,16,-1.0,8,0,5,0,-1.0,3,0,3,5
49,0.203125,42,-4.0,100,-1.0,9,12,3,0,-1.0,0,16,2,0,-1.0,0,1,0,15,-1.0,3,18,1,0
50,0.171875,42,-3.5,100,-0.5,9,16,9,11,-1.0,6,14,5,0,-1.0,0,14,6,16,-1.0,0,2,3,2
51,0.1875,42,-4.0,100,-1.0,3,16,0,2,-1.0,6,3,8,10,-1.0,1,10,6,18,-1.0,7,18,9,4
52,0.1875,42,-4.0,100,-1.0,8,19,6,1,-1.0,7,1,0,14,-1.0,0,15,9,11,-1.0,0,9,3,18
53,0.171875,42,-4.0,100,-1.0,9,16,5,0,-1.0,3,14,4,18,-1.0,3,2,6,12,-1.0,0,9,0,15
54,0.171875,42,-4.0,100,-1.0,5,9,4,19,-1.0,9,14,9,11,-1.0,3,1,0,2,-1.0,3,4,9,15
55,0.1875,42,-4.0,100,-1.0,0,17,6,19,-1.0,6,0,0,12,-1.0,6,9,0,16,-1.0,6,5,9,1
56,0.1875,42,-3.5,100,-0.5,0,0,1,1,-1.0,3,16,6,5,-1.0,9,16,9,12,-1.0,7,9,0,19
57,0.171875,42,-3.5,100,-1.0,3,18,9,2,-0.5,8,10,8,1,-1.0,4,9,0,2,-1.0,7,1,6,9
58,0.171875,42,-3.5,100,-0.5,3,1,4,1,-1.0,0,12,8,9,-1.0,9,0,2,0,-1.0,6,12,2,10
59,0.171875,42,-3.0,100,-0.5,7,18,7,10,-1.0,5,10,9,4,-0.5,6,6,6,5,-1.0,3,6,9,12
60,0.171875,42,-3.5,100,-1.0,0,13,6,11,-0.5,3,15,3,17,-1.0,3,11,9,15,-1.0,3,1,9,11
61,0.1875,42,-3.5,100,-1.0,4,0,9,19,-1.0,2,19,2,1,-0.5,5,10,7,9,-1.0,9,4,2,9
62,0.171875,42,-4.0,100,-1.0,9,15,4,10,-1.0,8,18,0,7,-1.0,0,12,6,4,-1.0,9,1,9,6
63,0.171875,42,-3.5,100,-1.0,1,9,9,11,-1.0,0,16,3,3,-0.5,8,19,9,10,-1.0,3,9,3,4
64,0.171875,42,-3.5,100,-0.5,0,19,0,17,-1.0,6,5,6,2,-1.0,0,18,4,0,-1.0,9,10,3,1
65,0.171875,42,-4.0,100,-1.0,0,2,1,0,-1.0,5,18,1,9,-1.0,6,18,9,0,-1.0,0,13,0,6
66,0.15625,42,-3.5,100,-0.5,6,4,3,13,-1.0,3,17,8,10,-1.0,5,1,9,0,-1.0,0,6,6,14
67,0.1875,42,-4.0,100,-1.0,5,0,9,2,-1.0,9,18,8,1,-1.0,7,1,5,18,-1.0,3,4,9,5
68,0.171875,42,-4.0,100,-1.0,1,1,2,9,-1.0,4,19,2,0,-1.0,9,7,6,10,-1.0,0,5,2,1
69,0.171875,42,-3.5,100,-0.5,3,16,3,11,-1.0,9,14,0,0,-1.0,3,0,9,11,-1.0,6,2,0,5
70,0.1875,42,-4.0,100,-1.0,0,11,0,6,-1.0,9,7,0,12,-1.0,0,10,3,14,-1.0,5,9,9,0
71,0.1875,42,-4.0,100,-1.0,0,11,2,1,-1.0,6,15,9,8,-1.0,9,1,9,17,-1.0,9,11,8,9
72,0.203125,42,-3.5,100,-1.0,6,3,6,7,-1.0,8,10,6,10,-0.5,8,0,7,1,-1.0,3,5,6,8
73,0.171875,42,-3.5,100,-1.0,5,18,9,3,-0.5,8,19,9,16,-1.0,3,5,9,0,-1.0,0,15,5,1
74,0.1875,42,-4.0,100,-1.0,3,12,2,18,-1.0,8,0,2,9,-1.0,6,15,0,7,-1.0,4,1,6,10
75,0.1875,42,-4.0,100,-1.0,4,10,2,0,-1.0,3,18,6,6,-1.0,0,19,3,7,-1.0,0,16,3,16
76,0.171875,42,-4.0,100,-1.0,7,1,1,1,-1.0,5,0,3,12,-1.0,3,5,6,15,-1.0,3,10,3,18
77,0.1875,42,-4.0,100,-1.0,8,1,9,3,-1.0,3,2,9,10,-1.0,9,14,4,10,-1.0,2,1,6,13
78,0.1875,42,-4.0,100,-1.0,4,1,4,18,-1.0,3,6,9,2,-1.0,5,18,6,11,-1.0,7,19,9,15
79,0.171875,42,-3.5,100,-1.0,6,0,0,8,-0.5,8,10,6,9,-1.0,5,10,3,1,-1.0,1,10,7,18
80,0.171875,42,-4.0,100,-1.0,0,4,5,0,-1.0,7,1,6,16,-1.0,1,10,9,3,-1.0,1,0,6,5
81,0.1875,42,-2.5,100,-0.5,9,14,6,8,-1.0,0,15,0,11,-0.5,6,7,7,0,-0.5,9,10,6,9
82,0.21875,42,-4.0,100,-1.0,5,9,9,15,-1.0,0,9,0,15,-1.0,9,12,0,19,-1.0,6,3,6,19
83,0.171875,42,-4.0,100,-1.0,6,4,9,12,-1.0,3,15,9,19,-1.0,3,19,9,13,-1.0,8,9,8,0
84,0.1875,42,-3.5,100,-1.0,6,19,5,9,-1.0,2,10,0,11,-1.0,6,4,6,7,-0.5,0,10,0,5
85,0.171875,42,-4.0,100,-1.0,6,1,4,9,-1.0,0,15,4,10,-1.0,0,0,6,14,-1.0,0,19,6,2
86,0.1875,42,-4.0,100,-1.0,7,18,2,1,-1.0,7,0,4,19,-1.0,9,10,6,5,-1.0,5,9,8,9
87,0.15625,42,-4.0,100,-1.0,9,2,0,10,-1.0,9,12,6,19,-1.0,0,13,4,18,-1.0,0,16,8,1
88,0.171875,42,-3.5,100,-1.0,3,16,6,13,-1.0,7,0,1,18,-1.0,9,10,3,6,-0.5,6,12,7,19
89,0.203125,42,-4.0,100,-1.0,8,18,8,9,-1.0,9,8,2,19,-1.0,7,18,3,10,-1.0,7,1,6,9
90,0.1875,42,-4.0,100,-1.0,0,18,9,12,-1.0,3,4,0,10,-1.0,9,15,6,0,-1.0,5,10,0,17
91,0.1875,42,-4.0,100,-1.0,3,12,6,0,-1.0,7,1,1,0,-1.0,0,14,9,14,-1.0,3,18,7,0
92,0.171875,42,-4.0,100,-1.0,8,0,3,11,-1.0,3,9,0,16,-1.0,6,7,6,11,-1.0,9,12,4,10
93,0.1875,42,-3.5,100,-1.0,6,19,0,13,-1.0,0,0,3,17,-1.0,9,2,2,19,-0.5,9,18,9,14
94,0.171875,42,-4.0,100,-1.0,6,9,0,3,-1.0,9,5,6,4,-1.0,0,14,6,15,-1.0,9,2,4,10
95,0.171875,42,-2.5,100,-1.0,0,11,3,18,-1.0,0,1,8,19,-1.0,4,0,3,2,0.5,5,19,6,19
96,0.171875,42,-4.0,100,-1.0,3,4,5,1,-1.0,4,1,3,3,-1.0,3,19,9,10,-1.0,9,16,0,1
97,0.171875,42,-4.0,100,-1.0,5,19,0,5,-1.0,8,0,9,19,-1.0,0,12,9,5,-1.0,7,1,3,13
98,0.1875,42,-4.0,100,-1.0,8,0,6,13,-1.0,3,0,0,12,-1.0,9,1,9,19,-1.0,6,15,0,5
99,0.140625,42,-4.0,100,-1.0,0,15,6,14,-1.0,6,13,0,10,-1.0,6,11,9,8,-1.0,0,2,6,8
100,0.21875,42,-4.0,100,-1.0,2,9,9,3,-1.0,0,3,0,16,-1.0,2,1,8,0,-1.0,9,4,4,0
