episode,cpu_time,seed,max_steps,agent_1_steps,agent_1_total_distance,agent_1_start_x,agent_1_start_y,agent_1_goal_x,agent_1_goal_y,agent_2_steps,agent_2_total_distance,agent_2_start_x,agent_2_start_y,agent_2_goal_x,agent_2_goal_y,agent_3_steps,agent_3_total_distance,agent_3_start_x,agent_3_start_y,agent_3_goal_x,agent_3_goal_y,agent_4_steps,agent_4_total_distance,agent_4_start_x,agent_4_start_y,agent_4_goal_x,agent_4_goal_y,agent_0_steps,agent_0_total_distance,agent_0_start_x,agent_0_start_y,agent_0_goal_x,agent_0_goal_y
45,60.109375,42,,,,3,6,9,9,,,6,12,0,8,,,3,13,6,19,,,3.0,10.0,7.0,0.0,,,,,,
46,60.09375,42,,,,3,10,9,15,,,3,0,2,0,,,0,0,0,2,,,9.0,14.0,0.0,11.0,,,,,,
47,60.125,42,,,,0,6,7,0,,,9,4,0,16,,,9,10,3,9,,,0.0,14.0,6.0,7.0,,,,,,
48,60.125,42,,,,6,18,3,1,,,9,8,3,4,,,0,4,9,19,,,0.0,18.0,8.0,1.0,,,,,,
49,60.109375,42,,,,3,5,3,15,,,9,17,0,13,,,4,1,9,13,,,5.0,0.0,0.0,1.0,,,,,,
50,60.078125,42,,,,0,16,0,1,,,1,1,6,14,,,3,1,9,17,,,0.0,12.0,0.0,11.0,,,,,,
51,60.09375,42,,,,3,3,8,0,,,5,0,6,5,,,9,13,3,14,,,6.0,15.0,0.0,18.0,,,,,,
52,60.125,42,,,,9,7,0,7,,,9,1,6,19,,,0,2,9,3,,,6.0,17.0,0.0,12.0,,,,,,
53,60.09375,42,,,,3,15,0,7,,,0,11,3,12,,,6,4,9,17,,,9.0,13.0,3.0,3.0,,,,,,
54,1.5,42,29.0,29.0,20.0,4,0,9,15,2.0,1.0,5,0,5,1,17.0,15.0,6,12,3,2,,,,,,,25.0,17.0,0.0,12.0,3.0,4.0
55,60.09375,42,,,,9,16,6,6,,,9,13,6,3,,,4,1,0,13,,,0.0,2.0,6.0,10.0,,,,,,
56,60.078125,42,,,,9,5,7,0,,,0,9,3,14,,,6,18,0,0,,,0.0,12.0,9.0,16.0,,,,,,
57,60.046875,42,,,,0,15,6,19,,,6,6,9,2,,,0,16,3,15,,,9.0,13.0,3.0,18.0,,,,,,
58,36.5625,42,26.0,24.0,23.0,9,0,0,10,12.0,11.0,9,5,3,2,26.0,18.0,0,1,9,4,,,,,,,4.0,3.0,6.0,10.0,6.0,13.0
59,0.484375,42,24.0,5.0,4.0,9,1,6,0,24.0,23.0,3,18,8,0,20.0,17.0,1,1,6,7,,,,,,,7.0,6.0,2.0,1.0,3.0,6.0
60,60.109375,42,,,,9,13,3,2,,,9,7,3,13,,,7,1,0,10,,,6.0,7.0,3.0,10.0,,,,,,
61,60.09375,42,,,,9,13,9,16,,,3,15,9,7,,,0,10,3,1,,,6.0,11.0,3.0,17.0,,,,,,
62,60.125,42,,,,6,0,9,19,,,2,0,7,0,,,3,0,9,5,,,1.0,1.0,9.0,3.0,,,,,,
63,60.09375,42,,,,9,16,3,19,,,0,9,6,6,,,9,9,3,8,,,0.0,6.0,0.0,13.0,,,,,,
64,60.125,42,,,,0,17,9,12,,,9,3,0,13,,,3,5,6,7,,,3.0,4.0,0.0,15.0,,,,,,
65,60.09375,42,,,,0,14,0,10,,,3,2,6,1,,,6,5,0,1,,,3.0,17.0,6.0,17.0,,,,,,
66,60.09375,42,,,,0,5,0,4,,,0,17,3,15,,,0,16,6,6,,,9.0,4.0,5.0,1.0,,,,,,
67,60.078125,42,,,,6,14,3,5,,,9,1,9,18,,,3,12,5,0,,,9.0,4.0,6.0,19.0,,,,,,
68,43.296875,42,43.0,7.0,6.0,9,0,4,1,31.0,29.0,9,6,0,16,43.0,27.0,6,1,9,9,,,,,,,34.0,22.0,9.0,8.0,0.0,3.0
69,60.140625,42,,,,1,1,6,4,,,1,0,9,15,,,2,0,3,14,,,6.0,11.0,3.0,1.0,,,,,,
70,60.109375,42,,,,0,4,6,0,,,0,0,9,10,,,3,10,0,9,,,9.0,13.0,0.0,8.0,,,,,,
71,60.15625,42,,,,9,4,9,13,,,0,9,6,15,,,0,4,9,5,,,3.0,13.0,9.0,1.0,,,,,,
72,60.125,42,,,,9,11,9,1,,,2,0,6,5,,,9,18,8,1,,,3.0,5.0,6.0,9.0,,,,,,
73,60.09375,42,,,,6,11,0,12,,,6,8,9,3,,,8,1,6,1,,,6.0,19.0,3.0,5.0,,,,,,
74,7.53125,42,31.0,17.0,16.0,9,16,9,0,31.0,29.0,9,6,3,11,29.0,28.0,9,4,6,15,,,,,,,20.0,19.0,5.0,1.0,3.0,18.0
75,9.4375,42,38.0,21.0,16.0,2,0,3,15,20.0,19.0,3,0,3,19,19.0,16.0,0,5,0,15,,,,,,,38.0,30.0,6.0,10.0,0.0,12.0
76,0.46875,42,30.0,9.0,8.0,6,7,5,0,30.0,29.0,1,1,6,19,2.0,1.0,3,7,3,6,,,,,,,6.0,5.0,3.0,14.0,3.0,9.0
77,60.125,42,,,,3,15,1,1,,,3,10,3,3,,,0,16,9,0,,,6.0,15.0,9.0,15.0,,,,,,
78,60.125,42,,,,6,13,8,0,,,9,12,3,6,,,9,6,3,18,,,4.0,0.0,6.0,1.0,,,,,,
79,60.109375,42,,,,9,16,0,18,,,9,6,9,2,,,4,1,6,2,,,6.0,12.0,6.0,1.0,,,,,,
80,60.078125,42,,,,8,0,0,16,,,6,10,6,19,,,0,6,0,3,,,3.0,2.0,0.0,18.0,,,,,,
81,60.078125,42,,,,6,6,9,12,,,6,15,0,12,,,5,0,9,15,,,9.0,7.0,6.0,8.0,,,,,,
82,60.09375,42,,,,6,10,6,5,,,0,8,0,7,,,6,9,6,0,,,6.0,18.0,9.0,14.0,,,,,,
83,60.09375,42,,,,6,18,9,1,,,0,12,3,13,,,9,16,6,6,,,0.0,15.0,3.0,16.0,,,,,,
84,60.078125,42,,,,9,0,9,15,,,9,19,0,8,,,9,1,2,1,,,9.0,13.0,6.0,18.0,,,,,,
85,60.078125,42,,,,6,6,6,8,,,0,4,0,15,,,0,8,0,11,,,5.0,1.0,6.0,3.0,,,,,,
86,60.09375,42,,,,0,0,6,14,,,6,4,6,0,,,3,19,6,18,,,3.0,18.0,8.0,0.0,,,,,,
87,43.3125,42,39.0,10.0,9.0,9,1,6,7,21.0,16.0,5,1,0,12,39.0,37.0,4,1,9,13,,,,,,,20.0,19.0,9.0,12.0,1.0,1.0
88,60.09375,42,,,,9,5,6,18,,,0,11,0,8,,,9,0,4,0,,,0.0,10.0,6.0,12.0,,,,,,
89,60.09375,42,,,,6,19,0,19,,,3,14,6,13,,,9,12,3,6,,,8.0,1.0,9.0,10.0,,,,,,
90,6.46875,42,20.0,20.0,18.0,8,0,3,9,11.0,10.0,6,10,6,0,5.0,4.0,3,0,3,4,,,,,,,3.0,2.0,9.0,3.0,9.0,1.0
91,60.078125,42,,,,3,4,0,7,,,0,14,9,14,,,9,16,6,3,,,0.0,13.0,3.0,16.0,,,,,,
92,60.125,42,,,,6,19,6,2,,,3,11,9,15,,,0,11,9,14,,,0.0,16.0,3.0,9.0,,,,,,
93,26.640625,42,30.0,4.0,3.0,6,8,6,11,30.0,29.0,4,0,9,18,13.0,12.0,0,12,0,0,,,,,,,30.0,28.0,8.0,1.0,3.0,10.0
94,60.09375,42,,,,6,18,0,10,,,9,5,3,0,,,9,15,9,6,,,3.0,14.0,9.0,8.0,,,,,,
95,60.140625,42,,,,6,10,0,2,,,0,11,6,15,,,3,19,6,2,,,6.0,6.0,0.0,1.0,,,,,,
96,60.078125,42,,,,0,8,3,15,,,3,17,3,3,,,6,18,9,17,,,9.0,3.0,3.0,18.0,,,,,,
97,60.09375,42,,,,3,5,5,1,,,3,16,9,12,,,0,1,6,19,,,3.0,3.0,8.0,1.0,,,,,,
98,60.109375,42,,,,6,2,0,4,,,0,10,9,8,,,3,11,6,14,,,9.0,19.0,3.0,2.0,,,,,,
99,0.03125,42,16.0,16.0,15.0,9,4,9,19,2.0,1.0,0,3,0,2,4.0,3.0,0,9,0,12,,,,,,,15.0,14.0,8.0,1.0,6.0,13.0
100,13.625,42,25.0,23.0,19.0,6,9,9,7,7.0,6.0,0,8,0,2,19.0,18.0,6,14,2,0,,,,,,,25.0,22.0,6.0,11.0,9.0,10.0
