episode,cpu_time,seed,total_reward,timesteps,agent_3_reward,agent_3_start_x,agent_3_start_y,agent_3_goal_x,agent_3_goal_y,agent_2_reward,agent_2_start_x,agent_2_start_y,agent_2_goal_x,agent_2_goal_y,agent_0_reward,agent_0_start_x,agent_0_start_y,agent_0_goal_x,agent_0_goal_y,agent_1_reward,agent_1_start_x,agent_1_start_y,agent_1_goal_x,agent_1_goal_y
16,0.359375,42,6.0,16,1.5,3,3,3,18,1.5,8,9,3,8,1.5,0,10,6,5,1.5,6,0,0,3
17,0.53125,42,6.0,26,1.5,3,15,2,1,1.5,3,0,0,4,1.5,9,17,9,19,1.5,1,18,9,2
18,0.4375,42,6.0,21,1.5,3,0,6,12,1.5,9,3,3,18,1.5,8,19,9,10,1.5,0,6,3,2
19,2.109375,42,0.0,100,-0.5,8,0,3,16,-0.5,5,0,3,15,0.5,0,14,9,19,0.5,6,0,6,13
20,2.09375,42,-1.0,100,-0.5,3,6,7,19,-0.5,0,19,0,10,0.5,8,18,0,2,-0.5,3,5,0,12
21,0.53125,42,6.0,24,1.5,0,18,0,17,1.5,4,1,9,12,1.5,6,19,9,8,1.5,6,16,5,0
22,0.984375,42,6.0,47,1.5,0,19,6,15,1.5,3,19,3,2,1.5,4,19,3,12,1.5,6,16,2,1
23,0.265625,42,6.0,11,1.5,9,15,3,10,1.5,3,9,0,13,1.5,6,9,0,10,1.5,6,6,3,7
24,0.34375,42,6.0,16,1.5,4,1,8,0,1.5,6,17,9,16,1.5,9,9,2,18,1.5,4,19,7,18
25,0.515625,42,6.0,24,1.5,4,0,0,11,1.5,8,1,0,9,1.5,2,18,7,1,1.5,6,19,2,19
26,0.28125,42,6.0,13,1.5,4,0,3,3,1.5,0,14,6,19,1.5,3,19,6,17,1.5,9,8,1,10
27,0.734375,42,6.0,33,1.5,1,0,7,10,1.5,5,19,0,2,1.5,8,10,4,1,1.5,6,3,9,3
28,0.59375,42,6.0,27,1.5,3,18,6,3,1.5,6,12,0,16,1.5,4,19,3,3,1.5,6,19,6,8
29,0.359375,42,6.0,16,1.5,0,9,0,4,1.5,6,8,8,1,1.5,0,10,7,10,1.5,6,11,3,16
30,0.453125,42,6.0,21,1.5,3,6,0,11,1.5,1,1,6,14,1.5,1,0,6,12,1.5,4,19,0,16
31,0.484375,42,6.0,22,1.5,0,19,6,3,1.5,8,9,9,18,1.5,1,0,3,2,1.5,6,4,9,11
32,0.53125,42,6.0,23,1.5,6,4,9,15,1.5,6,7,0,17,1.5,3,19,3,2,1.5,3,8,0,2
33,0.734375,42,6.0,34,1.5,8,0,4,18,1.5,4,9,2,19,1.5,3,16,0,7,1.5,4,10,0,9
34,0.78125,42,6.0,36,1.5,9,12,4,9,1.5,3,19,5,18,1.5,6,13,0,18,1.5,4,18,6,2
35,0.59375,42,6.0,27,1.5,3,6,3,18,1.5,9,14,9,2,1.5,8,10,5,19,1.5,2,18,5,9
36,0.546875,42,6.0,26,1.5,8,19,0,16,1.5,3,10,5,18,1.5,3,1,0,1,1.5,0,2,9,7
37,1.28125,42,6.0,51,1.5,0,12,2,9,1.5,3,4,3,0,1.5,3,3,6,13,1.5,6,0,0,13
38,0.421875,42,6.0,19,1.5,7,19,9,10,1.5,9,12,6,7,1.5,6,12,3,5,1.5,7,0,0,12
39,0.5,42,6.0,24,1.5,0,4,3,11,1.5,2,1,5,19,1.5,9,17,0,16,1.5,2,0,6,0
40,1.640625,42,6.0,70,1.5,8,10,9,14,1.5,4,1,1,10,1.5,3,3,9,15,1.5,9,0,3,4
41,0.59375,42,6.0,25,1.5,5,1,9,12,1.5,6,8,9,19,1.5,6,9,9,9,1.5,3,1,2,10
42,0.5,42,6.0,23,1.5,0,5,9,19,1.5,5,10,9,16,1.5,1,0,3,2,1.5,0,19,3,18
43,0.53125,42,6.0,26,1.5,7,9,5,9,1.5,0,10,0,13,1.5,0,17,9,2,1.5,9,7,1,19
44,0.703125,42,6.0,31,1.5,7,19,3,11,1.5,0,2,3,15,1.5,4,9,3,6,1.5,3,4,6,12
45,0.296875,42,6.0,12,1.5,7,9,9,12,1.5,7,1,0,0,1.5,9,6,3,12,1.5,0,10,2,18
46,0.453125,42,6.0,22,1.5,0,14,0,17,1.5,0,3,9,7,1.5,9,13,0,7,1.5,2,1,9,0
47,0.359375,42,6.0,17,1.5,6,5,1,9,1.5,3,10,0,5,1.5,7,9,6,19,1.5,1,0,9,5
48,0.40625,42,6.0,20,1.5,8,0,5,0,1.5,9,19,4,19,1.5,3,0,3,5,1.5,3,3,9,16
49,0.984375,42,6.0,43,1.5,0,1,0,15,1.5,9,12,3,0,1.5,3,18,1,0,1.5,0,16,2,0
50,0.34375,42,6.0,15,1.5,0,14,6,16,1.5,9,16,9,11,1.5,0,2,3,2,1.5,6,14,5,0
51,0.484375,42,6.0,23,1.5,1,10,6,18,1.5,3,16,0,2,1.5,7,18,9,4,1.5,6,3,8,10
52,0.5,42,6.0,24,1.5,0,15,9,11,1.5,8,19,6,1,1.5,0,9,3,18,1.5,7,1,0,14
53,0.421875,42,6.0,20,1.5,3,2,6,12,1.5,9,16,5,0,1.5,0,9,0,15,1.5,3,14,4,18
54,0.84375,42,6.0,37,1.5,3,1,0,2,1.5,5,9,4,19,1.5,3,4,9,15,1.5,9,14,9,11
55,0.546875,42,6.0,26,1.5,6,9,0,16,1.5,0,17,6,19,1.5,6,5,9,1,1.5,6,0,0,12
56,0.4375,42,6.0,19,1.5,9,16,9,12,1.5,0,0,1,1,1.5,7,9,0,19,1.5,3,16,6,5
57,0.59375,42,6.0,26,1.5,4,9,0,2,1.5,3,18,9,2,1.5,7,1,6,9,1.5,8,10,8,1
58,0.34375,42,6.0,16,1.5,9,0,2,0,1.5,3,1,4,1,1.5,6,12,2,10,1.5,0,12,8,9
59,0.609375,42,6.0,27,1.5,6,6,6,5,1.5,7,18,7,10,1.5,3,6,9,12,1.5,5,10,9,4
60,1.34375,42,6.0,57,1.5,3,11,9,15,1.5,0,13,6,11,1.5,3,1,9,11,1.5,3,15,3,17
61,0.828125,42,6.0,35,1.5,5,10,7,9,1.5,4,0,9,19,1.5,9,4,2,9,1.5,2,19,2,1
62,0.4375,42,6.0,20,1.5,0,12,6,4,1.5,9,15,4,10,1.5,9,1,9,6,1.5,8,18,0,7
63,1.0625,42,6.0,45,1.5,8,19,9,10,1.5,1,9,9,11,1.5,3,9,3,4,1.5,0,16,3,3
64,0.59375,42,6.0,27,1.5,0,18,4,0,1.5,0,19,0,17,1.5,9,10,3,1,1.5,6,5,6,2
65,0.484375,42,6.0,21,1.5,6,18,9,0,1.5,0,2,1,0,1.5,0,13,0,6,1.5,5,18,1,9
66,0.484375,42,6.0,23,1.5,5,1,9,0,1.5,6,4,3,13,1.5,0,6,6,14,1.5,3,17,8,10
67,0.625,42,6.0,29,1.5,7,1,5,18,1.5,5,0,9,2,1.5,3,4,9,5,1.5,9,18,8,1
68,2.3125,42,-1.0,100,0.5,9,7,6,10,-1.0,1,1,2,9,-1.0,0,5,2,1,0.5,4,19,2,0
69,0.828125,42,6.0,35,1.5,3,0,9,11,1.5,3,16,3,11,1.5,6,2,0,5,1.5,9,14,0,0
70,0.390625,42,6.0,18,1.5,0,10,3,14,1.5,0,11,0,6,1.5,5,9,9,0,1.5,9,7,0,12
71,0.765625,42,6.0,34,1.5,9,1,9,17,1.5,0,11,2,1,1.5,9,11,8,9,1.5,6,15,9,8
72,1.296875,42,6.0,54,1.5,8,0,7,1,1.5,6,3,6,7,1.5,3,5,6,8,1.5,8,10,6,10
73,0.5,42,6.0,23,1.5,3,5,9,0,1.5,5,18,9,3,1.5,0,15,5,1,1.5,8,19,9,16
74,0.515625,42,6.0,24,1.5,6,15,0,7,1.5,3,12,2,18,1.5,4,1,6,10,1.5,8,0,2,9
75,0.375,42,6.0,17,1.5,0,19,3,7,1.5,4,10,2,0,1.5,0,16,3,16,1.5,3,18,6,6
76,0.359375,42,6.0,17,1.5,3,5,6,15,1.5,7,1,1,1,1.5,3,10,3,18,1.5,5,0,3,12
77,0.375,42,6.0,17,1.5,9,14,4,10,1.5,8,1,9,3,1.5,2,1,6,13,1.5,3,2,9,10
78,0.609375,42,6.0,28,1.5,5,18,6,11,1.5,4,1,4,18,1.5,7,19,9,15,1.5,3,6,9,2
79,0.421875,42,6.0,19,1.5,5,10,3,1,1.5,6,0,0,8,1.5,1,10,7,18,1.5,8,10,6,9
80,0.484375,42,6.0,23,1.5,1,10,9,3,1.5,0,4,5,0,1.5,1,0,6,5,1.5,7,1,6,16
81,0.40625,42,6.0,19,1.5,6,7,7,0,1.5,9,14,6,8,1.5,9,10,6,9,1.5,0,15,0,11
82,0.375,42,6.0,17,1.5,9,12,0,19,1.5,5,9,9,15,1.5,6,3,6,19,1.5,0,9,0,15
83,0.328125,42,6.0,15,1.5,3,19,9,13,1.5,6,4,9,12,1.5,8,9,8,0,1.5,3,15,9,19
84,0.28125,42,6.0,13,1.5,6,4,6,7,1.5,6,19,5,9,1.5,0,10,0,5,1.5,2,10,0,11
85,1.4375,42,6.0,60,1.5,0,0,6,14,1.5,6,1,4,9,1.5,0,19,6,2,1.5,0,15,4,10
86,0.546875,42,6.0,24,1.5,9,10,6,5,1.5,7,18,2,1,1.5,5,9,8,9,1.5,7,0,4,19
87,2.203125,42,-1.0,100,-1.0,0,13,4,18,0.5,9,2,0,10,-1.0,0,16,8,1,0.5,9,12,6,19
88,0.625,42,6.0,28,1.5,9,10,3,6,1.5,3,16,6,13,1.5,6,12,7,19,1.5,7,0,1,18
89,0.390625,42,6.0,18,1.5,7,18,3,10,1.5,8,18,8,9,1.5,7,1,6,9,1.5,9,8,2,19
90,0.640625,42,6.0,28,1.5,9,15,6,0,1.5,0,18,9,12,1.5,5,10,0,17,1.5,3,4,0,10
91,1.578125,42,6.0,68,1.5,0,14,9,14,1.5,3,12,6,0,1.5,3,18,7,0,1.5,7,1,1,0
92,0.859375,42,6.0,37,1.5,6,7,6,11,1.5,8,0,3,11,1.5,9,12,4,10,1.5,3,9,0,16
93,0.578125,42,6.0,26,1.5,9,2,2,19,1.5,6,19,0,13,1.5,9,18,9,14,1.5,0,0,3,17
94,0.421875,42,6.0,20,1.5,0,14,6,15,1.5,6,9,0,3,1.5,9,2,4,10,1.5,9,5,6,4
95,0.5625,42,6.0,26,1.5,4,0,3,2,1.5,0,11,3,18,1.5,5,19,6,19,1.5,0,1,8,19
96,0.625,42,6.0,27,1.5,3,19,9,10,1.5,3,4,5,1,1.5,9,16,0,1,1.5,4,1,3,3
97,0.4375,42,6.0,20,1.5,0,12,9,5,1.5,5,19,0,5,1.5,7,1,3,13,1.5,8,0,9,19
98,0.390625,42,6.0,18,1.5,9,1,9,19,1.5,8,0,6,13,1.5,6,15,0,5,1.5,3,0,0,12
99,0.34375,42,6.0,16,1.5,6,11,9,8,1.5,0,15,6,14,1.5,0,2,6,8,1.5,6,13,0,10
100,0.375,42,6.0,17,1.5,2,1,8,0,1.5,2,9,9,3,1.5,9,4,4,0,1.5,0,3,0,16
