episode,cpu_time,seed,total_reward,timesteps,agent_2_reward,agent_2_start_x,agent_2_start_y,agent_2_goal_x,agent_2_goal_y,agent_1_reward,agent_1_start_x,agent_1_start_y,agent_1_goal_x,agent_1_goal_y,agent_3_reward,agent_3_start_x,agent_3_start_y,agent_3_goal_x,agent_3_goal_y,agent_0_reward,agent_0_start_x,agent_0_start_y,agent_0_goal_x,agent_0_goal_y
42,0.875,42,6.0,39,1.5,5,10,9,16,1.5,0,19,3,18,1.5,0,5,9,19,1.5,1,0,3,2
43,0.890625,42,6.0,39,1.5,0,10,0,13,1.5,9,7,1,19,1.5,7,9,5,9,1.5,0,17,9,2
44,2.28125,42,-1.5,100,-1.0,0,2,3,15,0.5,3,4,6,12,-0.5,7,19,3,11,-0.5,4,9,3,6
45,0.390625,42,6.0,16,1.5,7,1,0,0,1.5,0,10,2,18,1.5,7,9,9,12,1.5,9,6,3,12
46,0.578125,42,6.0,27,1.5,0,3,9,7,1.5,2,1,9,0,1.5,0,14,0,17,1.5,9,13,0,7
47,0.359375,42,6.0,15,1.5,3,10,0,5,1.5,1,0,9,5,1.5,6,5,1,9,1.5,7,9,6,19
48,0.453125,42,6.0,21,1.5,9,19,4,19,1.5,3,3,9,16,1.5,8,0,5,0,1.5,3,0,3,5
49,0.625,42,6.0,27,1.5,9,12,3,0,1.5,0,16,2,0,1.5,0,1,0,15,1.5,3,18,1,0
50,0.359375,42,6.0,15,1.5,9,16,9,11,1.5,6,14,5,0,1.5,0,14,6,16,1.5,0,2,3,2
51,0.546875,42,6.0,25,1.5,3,16,0,2,1.5,6,3,8,10,1.5,1,10,6,18,1.5,7,18,9,4
52,0.84375,42,6.0,35,1.5,8,19,6,1,1.5,7,1,0,14,1.5,0,15,9,11,1.5,0,9,3,18
53,0.828125,42,6.0,34,1.5,9,16,5,0,1.5,3,14,4,18,1.5,3,2,6,12,1.5,0,9,0,15
54,2.3125,42,-0.5,100,0.5,5,9,4,19,-0.5,9,14,9,11,0.5,3,1,0,2,-1.0,3,4,9,15
55,0.46875,42,6.0,20,1.5,0,17,6,19,1.5,6,0,0,12,1.5,6,9,0,16,1.5,6,5,9,1
56,0.390625,42,6.0,17,1.5,0,0,1,1,1.5,3,16,6,5,1.5,9,16,9,12,1.5,7,9,0,19
57,0.5,42,6.0,23,1.5,3,18,9,2,1.5,8,10,8,1,1.5,4,9,0,2,1.5,7,1,6,9
58,0.375,42,6.0,16,1.5,3,1,4,1,1.5,0,12,8,9,1.5,9,0,2,0,1.5,6,12,2,10
59,0.578125,42,6.0,26,1.5,7,18,7,10,1.5,5,10,9,4,1.5,6,6,6,5,1.5,3,6,9,12
60,1.28125,42,6.0,56,1.5,0,13,6,11,1.5,3,15,3,17,1.5,3,11,9,15,1.5,3,1,9,11
61,0.6875,42,6.0,30,1.5,4,0,9,19,1.5,2,19,2,1,1.5,5,10,7,9,1.5,9,4,2,9
62,0.578125,42,6.0,26,1.5,9,15,4,10,1.5,8,18,0,7,1.5,0,12,6,4,1.5,9,1,9,6
63,2.296875,42,-1.0,100,-0.5,1,9,9,11,-0.5,0,16,3,3,0.5,8,19,9,10,-0.5,3,9,3,4
64,0.5625,42,6.0,25,1.5,0,19,0,17,1.5,6,5,6,2,1.5,0,18,4,0,1.5,9,10,3,1
65,0.46875,42,6.0,21,1.5,0,2,1,0,1.5,5,18,1,9,1.5,6,18,9,0,1.5,0,13,0,6
66,0.90625,42,6.0,38,1.5,6,4,3,13,1.5,3,17,8,10,1.5,5,1,9,0,1.5,0,6,6,14
67,0.65625,42,6.0,28,1.5,5,0,9,2,1.5,9,18,8,1,1.5,7,1,5,18,1.5,3,4,9,5
68,0.8125,42,6.0,38,1.5,1,1,2,9,1.5,4,19,2,0,1.5,9,7,6,10,1.5,0,5,2,1
69,0.546875,42,6.0,32,1.5,3,16,3,11,1.5,9,14,0,0,1.5,3,0,9,11,1.5,6,2,0,5
70,1.75,42,0.5,100,0.5,0,11,0,6,0.5,9,7,0,12,-1.0,0,10,3,14,0.5,5,9,9,0
71,0.921875,42,6.0,53,1.5,0,11,2,1,1.5,6,15,9,8,1.5,9,1,9,17,1.5,9,11,8,9
72,1.9375,42,-2.0,100,-0.5,6,3,6,7,-0.5,8,10,6,10,-0.5,8,0,7,1,-0.5,3,5,6,8
73,0.40625,42,6.0,19,1.5,5,18,9,3,1.5,8,19,9,16,1.5,3,5,9,0,1.5,0,15,5,1
74,0.34375,42,6.0,16,1.5,3,12,2,18,1.5,8,0,2,9,1.5,6,15,0,7,1.5,4,1,6,10
75,0.65625,42,6.0,31,1.5,4,10,2,0,1.5,3,18,6,6,1.5,0,19,3,7,1.5,0,16,3,16
76,0.3125,42,6.0,14,1.5,7,1,1,1,1.5,5,0,3,12,1.5,3,5,6,15,1.5,3,10,3,18
77,0.625,42,6.0,29,1.5,8,1,9,3,1.5,3,2,9,10,1.5,9,14,4,10,1.5,2,1,6,13
78,0.5625,42,6.0,26,1.5,4,1,4,18,1.5,3,6,9,2,1.5,5,18,6,11,1.5,7,19,9,15
79,0.453125,42,6.0,21,1.5,6,0,0,8,1.5,8,10,6,9,1.5,5,10,3,1,1.5,1,10,7,18
80,0.390625,42,6.0,18,1.5,0,4,5,0,1.5,7,1,6,16,1.5,1,10,9,3,1.5,1,0,6,5
81,1.765625,42,6.0,75,1.5,9,14,6,8,1.5,0,15,0,11,1.5,6,7,7,0,1.5,9,10,6,9
82,0.375,42,6.0,16,1.5,5,9,9,15,1.5,0,9,0,15,1.5,9,12,0,19,1.5,6,3,6,19
83,1.1875,42,6.0,50,1.5,6,4,9,12,1.5,3,15,9,19,1.5,3,19,9,13,1.5,8,9,8,0
84,0.25,42,6.0,11,1.5,6,19,5,9,1.5,2,10,0,11,1.5,6,4,6,7,1.5,0,10,0,5
85,0.671875,42,6.0,30,1.5,6,1,4,9,1.5,0,15,4,10,1.5,0,0,6,14,1.5,0,19,6,2
86,0.875,42,6.0,50,1.5,7,18,2,1,1.5,7,0,4,19,1.5,9,10,6,5,1.5,5,9,8,9
87,0.40625,42,6.0,24,1.5,9,2,0,10,1.5,9,12,6,19,1.5,0,13,4,18,1.5,0,16,8,1
88,0.5,42,6.0,29,1.5,3,16,6,13,1.5,7,0,1,18,1.5,9,10,3,6,1.5,6,12,7,19
89,0.359375,42,6.0,20,1.5,8,18,8,9,1.5,9,8,2,19,1.5,7,18,3,10,1.5,7,1,6,9
90,0.3125,42,6.0,18,1.5,0,18,9,12,1.5,3,4,0,10,1.5,9,15,6,0,1.5,5,10,0,17
91,0.65625,42,6.0,38,1.5,3,12,6,0,1.5,7,1,1,0,1.5,0,14,9,14,1.5,3,18,7,0
92,0.484375,42,6.0,27,1.5,8,0,3,11,1.5,3,9,0,16,1.5,6,7,6,11,1.5,9,12,4,10
93,0.578125,42,6.0,31,1.5,6,19,0,13,1.5,0,0,3,17,1.5,9,2,2,19,1.5,9,18,9,14
94,0.328125,42,6.0,17,1.5,6,9,0,3,1.5,9,5,6,4,1.5,0,14,6,15,1.5,9,2,4,10
95,0.578125,42,6.0,27,1.5,0,11,3,18,1.5,0,1,8,19,1.5,4,0,3,2,1.5,5,19,6,19
96,0.59375,42,6.0,28,1.5,3,4,5,1,1.5,4,1,3,3,1.5,3,19,9,10,1.5,9,16,0,1
97,0.421875,42,6.0,20,1.5,5,19,0,5,1.5,8,0,9,19,1.5,0,12,9,5,1.5,7,1,3,13
98,0.4375,42,6.0,21,1.5,8,0,6,13,1.5,3,0,0,12,1.5,9,1,9,19,1.5,6,15,0,5
99,0.375,42,6.0,18,1.5,0,15,6,14,1.5,6,13,0,10,1.5,6,11,9,8,1.5,0,2,6,8
100,0.3125,42,6.0,14,1.5,2,9,9,3,1.5,0,3,0,16,1.5,2,1,8,0,1.5,9,4,4,0
