episode,cpu_time,seed,max_steps,agent_0_steps,agent_0_total_distance,agent_0_start_x,agent_0_start_y,agent_0_goal_x,agent_0_goal_y,agent_1_steps,agent_1_total_distance,agent_1_start_x,agent_1_start_y,agent_1_goal_x,agent_1_goal_y,agent_2_steps,agent_2_total_distance,agent_2_start_x,agent_2_start_y,agent_2_goal_x,agent_2_goal_y,agent_3_steps,agent_3_total_distance,agent_3_start_x,agent_3_start_y,agent_3_goal_x,agent_3_goal_y,agent_4_steps,agent_4_total_distance,agent_4_start_x,agent_4_start_y,agent_4_goal_x,agent_4_goal_y
18,60.265625,42,,,,,,,,,,0,16,13,13,,,4,19,5,13,,,13,8,14,8,,,1.0,4.0,5.0,19.0
19,27.28125,42,25.0,3.0,2.0,7.0,17.0,8.0,16.0,12.0,9.0,11,0,12,8,25.0,24.0,2,16,14,20,9.0,8.0,9,7,11,1,,,,,,
20,60.140625,42,,,,,,,,,,7,7,3,13,,,7,13,6,7,,,12,14,0,10,,,6.0,2.0,2.0,7.0
21,60.25,42,,,,,,,,,,1,19,8,1,,,12,6,11,13,,,11,14,3,10,,,11.0,6.0,14.0,5.0
22,60.15625,42,,,,,,,,,,8,13,8,10,,,14,11,7,19,,,3,4,3,13,,,11.0,6.0,7.0,1.0
23,60.125,42,,,,,,,,,,4,20,10,5,,,5,20,6,18,,,11,4,14,14,,,10.0,13.0,1.0,19.0
24,8.75,42,35.0,18.0,17.0,6.0,10.0,14.0,7.0,7.0,6.0,2,10,8,10,18.0,16.0,14,15,11,6,35.0,30.0,6,19,8,1,,,,,,
25,60.1875,42,,,,,,,,,,5,7,12,7,,,11,20,11,13,,,14,16,12,10,,,5.0,4.0,7.0,19.0
26,46.578125,42,26.0,8.0,7.0,11.0,16.0,7.0,19.0,14.0,13.0,5,10,14,6,26.0,20.0,1,13,2,16,15.0,9.0,2,1,8,0,,,,,,
27,60.34375,42,,,,,,,,,,11,7,12,14,,,4,4,9,15,,,11,13,9,4,,,6.0,0.0,3.0,16.0
28,12.421875,42,27.0,27.0,19.0,8.0,1.0,8.0,10.0,3.0,2.0,13,13,11,13,18.0,17.0,0,7,11,1,9.0,8.0,11,19,7,17,,,,,,
29,60.171875,42,,,,,,,,,,6,0,2,1,,,10,10,10,16,,,3,1,1,16,,,9.0,16.0,11.0,19.0
30,39.796875,42,49.0,2.0,1.0,7.0,10.0,8.0,10.0,33.0,28.0,12,8,4,0,49.0,39.0,0,19,6,4,37.0,35.0,3,19,11,0,,,,,,
31,60.171875,42,,,,,,,,,,3,1,9,16,,,11,3,12,10,,,2,4,3,13,,,3.0,16.0,5.0,20.0
32,21.828125,42,22.0,13.0,12.0,14.0,9.0,6.0,13.0,22.0,19.0,14,19,10,6,3.0,2.0,9,15,9,17,3.0,2.0,7,19,5,19,,,,,,
33,60.109375,42,,,,,,,,,,0,10,8,4,,,3,4,8,2,,,14,14,12,8,,,7.0,13.0,1.0,7.0
34,60.1875,42,,,,,,,,,,1,16,8,10,,,5,10,7,18,,,8,7,14,11,,,11.0,2.0,3.0,10.0
35,60.1875,42,,,,,,,,,,9,13,5,7,,,9,3,14,14,,,8,3,6,7,,,12.0,13.0,9.0,4.0
36,60.15625,42,,,,,,,,,,8,18,0,10,,,13,12,6,18,,,7,18,13,8,,,5.0,13.0,0.0,4.0
37,60.1875,42,,,,,,,,,,14,5,9,5,,,9,3,6,1,,,3,1,2,7,,,5.0,20.0,11.0,1.0
38,0.671875,42,20.0,3.0,2.0,11.0,2.0,11.0,0.0,20.0,18.0,2,10,11,15,8.0,7.0,5,13,11,14,20.0,19.0,4,20,14,11,,,,,,
39,60.125,42,,,,,,,,,,12,6,14,8,,,6,2,14,17,,,2,7,4,16,,,10.0,6.0,4.0,19.0
40,0.078125,42,13.0,13.0,12.0,0.0,16.0,6.0,20.0,5.0,4.0,3,1,6,0,9.0,8.0,9,5,13,9,5.0,4.0,9,4,8,1,,,,,,
41,60.21875,42,,,,,,,,,,12,14,14,13,,,14,15,10,13,,,6,1,5,16,,,4.0,4.0,10.0,7.0
42,60.171875,42,,,,,,,,,,8,17,14,11,,,14,6,3,19,,,5,1,3,10,,,14.0,19.0,8.0,20.0
43,60.1875,42,,,,,,,,,,0,19,14,19,,,5,20,3,4,,,7,17,14,4,,,14.0,16.0,1.0,19.0
44,60.1875,42,,,,,,,,,,11,18,2,10,,,13,11,8,18,,,14,4,8,2,,,4.0,13.0,6.0,1.0
45,37.21875,42,41.0,41.0,24.0,0.0,10.0,7.0,7.0,32.0,28.0,12,6,6,20,14.0,12.0,6,7,14,3,34.0,18.0,11,0,2,1,,,,,,
46,60.125,42,,,,,,,,,,11,16,0,1,,,11,17,14,11,,,7,1,14,13,,,5.0,4.0,4.0,20.0
47,60.1875,42,,,,,,,,,,0,13,14,4,,,2,13,3,7,,,1,10,11,17,,,13.0,9.0,3.0,19.0
48,13.390625,42,30.0,9.0,8.0,6.0,19.0,0.0,19.0,12.0,11.0,10,4,4,1,7.0,6.0,11,13,5,13,30.0,24.0,14,2,6,0,,,,,,
49,9.609375,42,31.0,14.0,13.0,14.0,20.0,8.0,13.0,31.0,25.0,12,7,7,17,5.0,4.0,6,2,3,1,6.0,5.0,14,16,14,11,,,,,,
50,60.125,42,,,,,,,,,,0,7,2,16,,,3,16,11,3,,,4,16,14,16,,,5.0,13.0,2.0,13.0
51,11.6875,42,18.0,18.0,15.0,5.0,19.0,11.0,20.0,3.0,2.0,8,16,9,15,15.0,13.0,14,10,7,10,9.0,8.0,11,5,4,4,,,,,,
52,60.171875,42,,,,,,,,,,14,0,1,16,,,12,13,11,16,,,0,10,13,8,,,11.0,13.0,2.0,16.0
53,10.203125,42,43.0,8.0,7.0,7.0,17.0,1.0,16.0,43.0,26.0,2,13,7,4,18.0,17.0,9,10,14,16,28.0,27.0,14,10,5,20,,,,,,
54,43.890625,42,46.0,46.0,35.0,2.0,16.0,6.0,1.0,14.0,13.0,8,7,14,14,3.0,2.0,8,16,8,18,28.0,27.0,11,1,5,16,,,,,,
55,60.171875,42,,,,,,,,,,14,15,10,4,,,14,9,9,5,,,8,13,3,4,,,0.0,10.0,10.0,13.0
56,60.203125,42,,,,,,,,,,13,10,11,18,,,2,4,7,13,,,11,14,0,1,,,3.0,1.0,14.0,15.0
57,10.375,42,24.0,12.0,11.0,3.0,13.0,11.0,16.0,14.0,13.0,10,4,12,13,7.0,6.0,3,19,7,17,24.0,22.0,14,10,8,2,,,,,,
58,1.875,42,36.0,36.0,17.0,10.0,13.0,11.0,1.0,21.0,19.0,12,8,2,7,14.0,13.0,13,11,5,16,17.0,15.0,0,7,13,9,,,,,,
59,5.703125,42,39.0,39.0,24.0,5.0,0.0,6.0,7.0,23.0,16.0,12,12,8,20,32.0,28.0,8,1,11,20,36.0,28.0,4,19,10,5,,,,,,
60,60.203125,42,,,,,,,,,,14,10,5,16,,,14,1,7,10,,,11,18,2,10,,,10.0,5.0,6.0,20.0
61,3.046875,42,33.0,7.0,6.0,14.0,9.0,14.0,15.0,24.0,23.0,7,16,14,0,4.0,3.0,2,10,5,10,33.0,28.0,10,16,8,0,,,,,,
62,27.546875,42,38.0,38.0,20.0,8.0,20.0,14.0,20.0,31.0,29.0,5,0,11,17,12.0,11.0,5,7,13,10,22.0,21.0,4,19,13,7,,,,,,
63,60.28125,42,,,,,,,,,,14,14,8,3,,,2,4,9,17,,,14,3,6,18,,,1.0,10.0,3.0,4.0
64,31.578125,42,30.0,19.0,18.0,4.0,1.0,14.0,9.0,30.0,29.0,13,8,3,1,15.0,14.0,6,2,14,8,9.0,8.0,6,0,10,4,,,,,,
65,60.15625,42,,,,,,,,,,3,10,8,0,,,3,7,2,10,,,5,13,9,3,,,9.0,15.0,0.0,10.0
66,60.21875,42,,,,,,,,,,11,10,13,9,,,1,4,7,16,,,4,1,9,17,,,3.0,16.0,8.0,17.0
67,6.96875,42,30.0,15.0,10.0,11.0,3.0,6.0,2.0,8.0,7.0,12,13,14,18,30.0,24.0,7,3,8,16,17.0,11.0,13,9,11,16,,,,,,
68,10.375,42,45.0,32.0,31.0,14.0,2.0,0.0,19.0,5.0,4.0,12,10,8,10,45.0,31.0,13,12,3,19,28.0,14.0,9,3,14,4,,,,,,
69,20.71875,42,31.0,23.0,13.0,4.0,19.0,9.0,13.0,20.0,17.0,4,16,14,13,31.0,24.0,5,0,7,10,17.0,9.0,10,15,5,13,,,,,,
70,60.265625,42,,,,,,,,,,1,1,8,19,,,0,4,14,4,,,6,20,2,4,,,14.0,9.0,2.0,1.0
71,0.03125,42,12.0,2.0,1.0,13.0,9.0,14.0,9.0,12.0,11.0,2,7,11,5,2.0,1.0,1,1,2,1,10.0,9.0,7,7,13,10,,,,,,
72,0.359375,42,31.0,8.0,7.0,13.0,11.0,14.0,17.0,31.0,18.0,12,12,6,2,14.0,11.0,14,6,12,13,11.0,10.0,4,20,9,15,,,,,,
73,60.28125,42,,,,,,,,,,12,7,11,16,,,10,10,2,19,,,10,15,13,8,,,10.0,7.0,8.0,20.0
74,60.296875,42,,,,,,,,,,6,2,13,9,,,8,17,8,1,,,14,16,12,8,,,13.0,13.0,7.0,2.0
75,60.1875,42,,,,,,,,,,11,4,1,7,,,10,14,3,1,,,5,0,7,17,,,5.0,7.0,8.0,4.0
76,18.3125,42,34.0,18.0,15.0,3.0,10.0,6.0,10.0,34.0,24.0,7,10,6,19,20.0,19.0,10,5,8,16,16.0,12.0,4,19,11,16,,,,,,
77,60.203125,42,,,,,,,,,,6,4,11,4,,,7,17,4,19,,,7,1,5,19,,,3.0,19.0,12.0,10.0
78,11.421875,42,36.0,36.0,27.0,14.0,13.0,8.0,4.0,6.0,5.0,11,2,12,6,13.0,12.0,14,8,6,4,23.0,18.0,13,12,8,1,,,,,,
79,0.28125,42,25.0,7.0,6.0,8.0,20.0,10.0,16.0,22.0,21.0,14,15,4,4,3.0,2.0,13,12,12,13,25.0,5.0,8,7,9,5,,,,,,
80,60.125,42,,,,,,,,,,8,20,5,16,,,11,20,3,16,,,10,13,11,15,,,1.0,10.0,0.0,16.0
81,60.140625,42,,,,,,,,,,4,4,13,13,,,10,4,14,8,,,11,5,2,16,,,8.0,13.0,14.0,13.0
82,60.265625,42,,,,,,,,,,10,6,11,14,,,10,14,9,15,,,2,1,1,16,,,10.0,7.0,8.0,19.0
83,23.765625,42,31.0,16.0,13.0,14.0,11.0,3.0,13.0,4.0,3.0,11,14,12,12,31.0,29.0,2,19,7,7,23.0,16.0,14,14,9,17,,,,,,
84,60.0,42,46.0,26.0,20.0,7.0,19.0,14.0,10.0,7.0,6.0,12,8,14,12,46.0,26.0,14,20,1,19,26.0,20.0,12,12,5,1,,,,,,
85,60.203125,42,,,,,,,,,,11,14,8,18,,,9,17,10,7,,,1,1,3,13,,,2.0,1.0,2.0,16.0
86,12.09375,42,32.0,32.0,19.0,9.0,10.0,8.0,2.0,20.0,14.0,0,4,11,3,18.0,10.0,9,13,8,18,19.0,18.0,8,3,11,14,,,,,,
87,60.296875,42,,,,,,,,,,11,20,8,10,,,14,8,4,19,,,12,12,10,4,,,8.0,18.0,3.0,1.0
88,60.125,42,,,,,,,,,,14,10,2,10,,,13,11,11,13,,,2,13,1,19,,,12.0,8.0,8.0,7.0
89,54.40625,42,31.0,11.0,9.0,11.0,0.0,12.0,6.0,31.0,27.0,11,15,4,7,22.0,19.0,7,13,11,2,15.0,12.0,14,9,6,7,,,,,,
90,0.390625,42,20.0,5.0,4.0,11.0,16.0,10.0,13.0,15.0,13.0,14,5,5,7,12.0,8.0,13,7,12,12,20.0,11.0,11,20,6,18,,,,,,
91,60.1875,42,,,,,,,,,,8,20,3,4,,,6,1,1,19,,,3,7,14,11,,,14.0,15.0,9.0,5.0
92,0.046875,42,16.0,10.0,7.0,7.0,18.0,11.0,15.0,12.0,10.0,11,16,3,16,7.0,6.0,7,1,9,5,16.0,15.0,2,16,14,13,,,,,,
93,60.328125,42,,,,,,,,,,14,11,8,4,,,6,18,3,1,,,12,7,6,20,,,10.0,6.0,10.0,16.0
94,60.125,42,,,,,,,,,,14,18,14,13,,,0,1,7,13,,,11,13,2,10,,,13.0,11.0,5.0,7.0
95,2.015625,42,41.0,39.0,15.0,13.0,12.0,8.0,4.0,32.0,21.0,14,2,9,16,26.0,25.0,10,14,0,13,41.0,28.0,2,13,11,4,,,,,,
96,60.28125,42,,,,,,,,,,9,4,11,14,,,0,4,13,8,,,2,1,7,17,,,8.0,0.0,5.0,19.0
97,60.203125,42,,,,,,,,,,14,16,0,4,,,8,1,5,20,,,6,1,8,17,,,7.0,18.0,14.0,8.0
98,60.125,42,,,,,,,,,,11,16,7,3,,,12,7,14,20,,,9,4,0,19,,,2.0,7.0,14.0,2.0
99,60.140625,42,,,,,,,,,,11,4,0,19,,,5,13,2,7,,,12,7,11,1,,,13.0,10.0,14.0,20.0
100,60.15625,42,,,,,,,,,,0,10,10,10,,,11,1,1,19,,,2,19,11,3,,,10.0,16.0,14.0,5.0
