episode,cpu_time,seed,max_steps,agent_0_steps,agent_0_total_distance,agent_0_start_x,agent_0_start_y,agent_0_goal_x,agent_0_goal_y,agent_1_steps,agent_1_total_distance,agent_1_start_x,agent_1_start_y,agent_1_goal_x,agent_1_goal_y,agent_2_steps,agent_2_total_distance,agent_2_start_x,agent_2_start_y,agent_2_goal_x,agent_2_goal_y,agent_3_steps,agent_3_total_distance,agent_3_start_x,agent_3_start_y,agent_3_goal_x,agent_3_goal_y,agent_4_steps,agent_4_total_distance,agent_4_start_x,agent_4_start_y,agent_4_goal_x,agent_4_goal_y
53,30.890625,42,30.0,24.0,23.0,3.0,15.0,0.0,7.0,27.0,26.0,0,11,3,12,30.0,24.0,6,4,9,17,21.0,20.0,9,13,3,3,,,,,,
54,60.015625,42,,,,,,,,,,0,12,3,4,,,4,0,9,15,,,5,0,5,1,,,6.0,12.0,3.0,2.0
55,60.15625,42,,,,,,,,,,9,16,6,6,,,9,13,6,3,,,4,1,0,13,,,0.0,2.0,6.0,10.0
56,0.03125,42,36.0,8.0,7.0,9.0,5.0,7.0,0.0,25.0,24.0,0,9,3,14,26.0,24.0,6,18,0,0,36.0,35.0,0,12,9,16,,,,,,
57,60.015625,42,,,,,,,,,,0,15,6,19,,,6,6,9,2,,,0,16,3,15,,,9.0,13.0,3.0,18.0
58,0.015625,42,20.0,4.0,3.0,6.0,10.0,6.0,13.0,20.0,19.0,9,0,0,10,14.0,13.0,9,5,3,2,13.0,12.0,0,1,9,4,,,,,,
59,60.046875,42,,,,,,,,,,2,1,3,6,,,9,1,6,0,,,3,18,8,0,,,1.0,1.0,6.0,7.0
60,60.03125,42,,,,,,,,,,9,13,3,2,,,9,7,3,13,,,7,1,0,10,,,6.0,7.0,3.0,10.0
61,60.03125,42,,,,,,,,,,9,13,9,16,,,3,15,9,7,,,0,10,3,1,,,6.0,11.0,3.0,17.0
62,0.015625,42,23.0,23.0,22.0,6.0,0.0,9.0,19.0,6.0,5.0,2,0,7,0,12.0,11.0,3,0,9,5,11.0,10.0,1,1,9,3,,,,,,
63,60.015625,42,,,,,,,,,,9,16,3,19,,,0,9,6,6,,,9,9,3,8,,,0.0,6.0,0.0,13.0
64,60.0625,42,,,,,,,,,,0,17,9,12,,,9,3,0,13,,,3,5,6,7,,,3.0,4.0,0.0,15.0
65,60.015625,42,,,,,,,,,,0,14,0,10,,,3,2,6,1,,,6,5,0,1,,,3.0,17.0,6.0,17.0
66,60.125,42,,,,,,,,,,0,5,0,4,,,0,17,3,15,,,0,16,6,6,,,9.0,4.0,5.0,1.0
67,60.03125,42,,,,,,,,,,6,14,3,5,,,9,1,9,18,,,3,12,5,0,,,9.0,4.0,6.0,19.0
68,60.03125,42,,,,,,,,,,9,8,0,3,,,9,0,4,1,,,9,6,0,16,,,6.0,1.0,9.0,9.0
69,60.015625,42,,,,,,,,,,1,1,6,4,,,1,0,9,15,,,2,0,3,14,,,6.0,11.0,3.0,1.0
70,0.6875,42,29.0,11.0,10.0,0.0,4.0,6.0,0.0,23.0,19.0,0,0,9,10,21.0,20.0,3,10,0,9,29.0,28.0,9,13,0,8,,,,,,
71,0.0,42,29.0,10.0,9.0,9.0,4.0,9.0,13.0,29.0,28.0,0,9,6,15,17.0,16.0,0,4,9,5,19.0,18.0,3,13,9,1,,,,,,
72,60.015625,42,,,,,,,,,,9,11,9,1,,,2,0,6,5,,,9,18,8,1,,,3.0,5.0,6.0,9.0
73,60.0625,42,,,,,,,,,,6,11,0,12,,,6,8,9,3,,,8,1,6,1,,,6.0,19.0,3.0,5.0
74,0.0,42,22.0,20.0,19.0,5.0,1.0,3.0,18.0,17.0,16.0,9,16,9,0,22.0,21.0,9,6,3,11,21.0,20.0,9,4,6,15,,,,,,
75,0.0,42,27.0,27.0,26.0,6.0,10.0,0.0,12.0,17.0,16.0,2,0,3,15,20.0,19.0,3,0,3,19,11.0,10.0,0,5,0,15,,,,,,
76,0.234375,42,26.0,6.0,5.0,3.0,14.0,3.0,9.0,9.0,8.0,6,7,5,0,26.0,25.0,1,1,6,19,2.0,1.0,3,7,3,6,,,,,,
77,60.09375,42,,,,,,,,,,3,15,1,1,,,3,10,3,3,,,0,16,9,0,,,6.0,15.0,9.0,15.0
78,60.046875,42,,,,,,,,,,6,13,8,0,,,9,12,3,6,,,9,6,3,18,,,4.0,0.0,6.0,1.0
79,60.015625,42,,,,,,,,,,9,16,0,18,,,9,6,9,2,,,4,1,6,2,,,6.0,12.0,6.0,1.0
80,60.0625,42,,,,,,,,,,8,0,0,16,,,6,10,6,19,,,0,6,0,3,,,3.0,2.0,0.0,18.0
81,23.328125,42,32.0,20.0,19.0,6.0,6.0,9.0,12.0,32.0,31.0,6,15,0,12,22.0,19.0,5,0,9,15,23.0,18.0,9,7,6,8,,,,,,
82,60.140625,42,,,,,,,,,,6,10,6,5,,,0,8,0,7,,,6,9,6,0,,,6.0,18.0,9.0,14.0
83,60.046875,42,,,,,,,,,,6,18,9,1,,,0,12,3,13,,,9,16,6,6,,,0.0,15.0,3.0,16.0
84,60.03125,42,,,,,,,,,,9,0,9,15,,,9,19,0,8,,,9,1,2,1,,,9.0,13.0,6.0,18.0
85,60.03125,42,,,,,,,,,,6,6,6,8,,,0,4,0,15,,,0,8,0,11,,,5.0,1.0,6.0,3.0
86,60.078125,42,,,,,,,,,,0,0,6,14,,,6,4,6,0,,,3,19,6,18,,,3.0,18.0,8.0,0.0
87,8.96875,42,25.0,20.0,19.0,9.0,12.0,1.0,1.0,10.0,9.0,9,1,6,7,17.0,16.0,5,1,0,12,25.0,19.0,4,1,9,13,,,,,,
88,0.0,42,27.0,25.0,24.0,9.0,5.0,6.0,18.0,4.0,3.0,0,11,0,8,6.0,5.0,9,0,4,0,27.0,26.0,0,10,6,12,,,,,,
89,60.03125,42,,,,,,,,,,6,19,0,19,,,3,14,6,13,,,9,12,3,6,,,8.0,1.0,9.0,10.0
90,60.03125,42,,,,,,,,,,9,3,9,1,,,8,0,3,9,,,6,10,6,0,,,3.0,0.0,3.0,4.0
91,60.0625,42,,,,,,,,,,3,4,0,7,,,0,14,9,14,,,9,16,6,3,,,0.0,13.0,3.0,16.0
92,0.0,42,33.0,18.0,17.0,6.0,19.0,6.0,2.0,31.0,30.0,3,11,9,15,33.0,32.0,0,11,9,14,27.0,26.0,0,16,3,9,,,,,,
93,0.0,42,24.0,15.0,14.0,8.0,1.0,3.0,10.0,4.0,3.0,6,8,6,11,24.0,23.0,4,0,9,18,13.0,12.0,0,12,0,0,,,,,,
94,60.046875,42,,,,,,,,,,6,18,0,10,,,9,5,3,0,,,9,15,9,6,,,3.0,14.0,9.0,8.0
95,60.0625,42,,,,,,,,,,6,10,0,2,,,0,11,6,15,,,3,19,6,2,,,6.0,6.0,0.0,1.0
96,60.046875,42,,,,,,,,,,0,8,3,15,,,3,17,3,3,,,6,18,9,17,,,9.0,3.0,3.0,18.0
97,60.03125,42,,,,,,,,,,3,5,5,1,,,3,16,9,12,,,0,1,6,19,,,3.0,3.0,8.0,1.0
98,2.0,42,28.0,14.0,12.0,6.0,2.0,0.0,4.0,28.0,27.0,0,10,9,8,27.0,26.0,3,11,6,14,26.0,25.0,9,19,3,2,,,,,,
99,0.0,42,16.0,15.0,14.0,8.0,1.0,6.0,13.0,16.0,15.0,9,4,9,19,2.0,1.0,0,3,0,2,4.0,3.0,0,9,0,12,,,,,,
100,60.03125,42,,,,,,,,,,6,11,9,10,,,6,9,9,7,,,0,8,0,2,,,6.0,14.0,2.0,0.0
