episode,cpu_time,seed,total_reward,timesteps,agent_1_reward,agent_1_start_x,agent_1_start_y,agent_1_goal_x,agent_1_goal_y,agent_2_reward,agent_2_start_x,agent_2_start_y,agent_2_goal_x,agent_2_goal_y,agent_0_reward,agent_0_start_x,agent_0_start_y,agent_0_goal_x,agent_0_goal_y,agent_3_reward,agent_3_start_x,agent_3_start_y,agent_3_goal_x,agent_3_goal_y
59,0.171875,42,-4.0,100,-1.0,1,27,6,4,-1.0,16,15,8,15,-1.0,17,15,1,23,-1.0,7,4,15,15
60,0.171875,42,-4.0,100,-1.0,19,14,6,22,-1.0,18,29,0,27,-1.0,10,24,4,0,-1.0,15,0,6,13
61,0.171875,42,-4.0,100,-1.0,6,25,18,29,-1.0,0,26,2,29,-1.0,19,13,19,21,-1.0,11,28,7,1
62,0.1875,42,-4.0,100,-1.0,1,26,14,28,-1.0,2,1,17,29,-1.0,8,15,19,28,-1.0,1,24,17,0
63,0.171875,42,-4.0,100,-1.0,0,24,10,22,-1.0,19,2,6,9,-1.0,19,20,7,6,-1.0,0,15,1,3
64,0.171875,42,-4.0,100,-1.0,17,14,1,2,-1.0,6,0,19,10,-1.0,1,14,19,12,-1.0,5,29,19,11
65,0.15625,42,-4.0,100,-1.0,1,7,7,2,-1.0,1,5,0,26,-1.0,10,23,10,18,-1.0,3,29,9,1
66,0.171875,42,-4.0,100,-1.0,13,22,17,22,-1.0,0,12,6,26,-1.0,0,4,1,9,-1.0,1,14,10,21
67,0.1875,42,-3.5,100,-1.0,12,22,6,0,-1.0,16,22,19,26,-1.0,8,0,17,15,-0.5,6,18,7,13
68,0.171875,42,-4.0,100,-1.0,19,1,0,9,-1.0,16,14,7,10,-1.0,14,15,9,0,-1.0,18,1,1,11
69,0.15625,42,-4.0,100,-1.0,1,24,10,16,-1.0,1,22,19,18,-1.0,19,4,11,15,-1.0,1,27,6,23
70,0.203125,42,-4.0,100,-1.0,0,11,8,1,-1.0,0,1,19,5,-1.0,3,1,19,13,-1.0,6,13,0,23
71,0.15625,42,-4.0,100,-1.0,17,22,19,12,-1.0,0,24,12,29,-1.0,0,21,6,20,-1.0,0,11,0,22
72,0.15625,42,-4.0,100,-1.0,18,0,19,25,-1.0,16,22,6,1,-1.0,17,28,1,24,-1.0,19,7,10,18
73,0.171875,42,-3.5,100,-1.0,10,29,1,0,-0.5,11,15,17,15,-1.0,15,29,14,22,-1.0,10,27,9,0
74,0.203125,42,-4.0,100,-1.0,7,15,7,3,-1.0,19,22,16,0,-1.0,6,1,17,22,-1.0,18,15,6,16
75,0.1875,42,-4.0,100,-1.0,11,14,1,2,-1.0,1,27,6,27,-1.0,12,29,0,13,-1.0,2,1,7,7
76,0.171875,42,-4.0,100,-1.0,6,23,6,12,-1.0,10,24,7,13,-1.0,1,7,6,5,-1.0,1,23,6,11
77,0.1875,42,-4.0,100,-1.0,6,2,12,29,-1.0,6,27,1,23,-1.0,14,15,1,11,-1.0,6,14,4,1
78,0.171875,42,-4.0,100,-1.0,19,18,7,8,-1.0,12,14,15,22,-1.0,16,14,18,14,-1.0,19,10,6,3
79,0.171875,42,-3.5,100,-1.0,9,0,11,28,-1.0,19,20,1,16,-0.5,7,3,7,10,-1.0,18,1,16,28
80,0.203125,42,-4.0,100,-1.0,8,15,3,29,-1.0,15,15,1,10,-1.0,10,0,0,16,-1.0,11,0,14,15
81,0.171875,42,-3.5,100,-1.0,1,16,18,28,-1.0,10,22,19,11,-1.0,0,8,7,13,-0.5,13,1,1,0
82,0.171875,42,-3.5,100,-1.0,10,26,14,1,-1.0,11,1,10,19,-1.0,19,19,10,28,-0.5,0,21,0,19
83,0.171875,42,-4.0,100,-1.0,19,15,1,8,-1.0,14,0,16,22,-1.0,8,1,19,20,-1.0,1,1,6,21
84,0.15625,42,-4.0,100,-1.0,6,29,19,14,-1.0,16,0,19,17,-1.0,10,21,16,15,-1.0,19,29,0,20
85,0.171875,42,-3.5,100,-1.0,14,0,8,1,-1.0,10,21,10,27,-1.0,1,28,0,21,-0.5,0,11,1,8
86,0.203125,42,-4.0,100,-1.0,0,29,7,6,-1.0,10,15,7,4,-1.0,1,9,10,17,-1.0,0,1,12,22
87,0.15625,42,-3.5,100,-1.0,14,1,8,0,-0.5,15,14,7,10,-1.0,8,1,16,22,-1.0,19,11,1,23
88,0.171875,42,-3.5,100,-1.0,1,1,16,0,-1.0,19,14,0,26,-1.0,10,23,0,27,-0.5,18,0,14,0
89,0.1875,42,-3.5,100,-1.0,7,9,19,12,-0.5,11,29,15,28,-1.0,0,20,6,23,-1.0,14,1,1,17
90,0.1875,42,-4.0,100,-1.0,14,14,17,1,-1.0,6,4,15,14,-1.0,12,14,19,6,-1.0,14,22,11,1
91,0.1875,42,-4.0,100,-1.0,16,15,5,29,-1.0,6,11,1,6,-1.0,2,1,6,0,-1.0,8,15,19,21
92,0.1875,42,-4.0,100,-1.0,0,19,14,15,-1.0,19,15,6,15,-1.0,1,3,6,28,-1.0,10,1,0,29
93,0.171875,42,-4.0,100,-1.0,1,10,6,10,-1.0,10,0,15,29,-1.0,14,14,19,15,-1.0,19,18,10,26
94,0.1875,42,-3.5,100,-0.5,1,2,0,1,-1.0,6,14,13,29,-1.0,7,7,19,26,-1.0,11,28,18,0
95,0.171875,42,-3.5,100,-1.0,6,25,19,2,-1.0,0,27,11,1,-1.0,19,18,18,1,-0.5,2,29,0,28
96,0.15625,42,-3.0,100,-0.5,7,7,9,14,-1.0,10,20,0,2,-1.0,0,27,12,29,-0.5,0,7,0,21
97,0.1875,42,-4.0,100,-1.0,14,0,19,22,-1.0,17,15,7,3,-1.0,7,2,4,1,-1.0,6,26,6,0
98,0.1875,42,-4.0,100,-1.0,0,2,14,22,-1.0,5,0,15,29,-1.0,6,29,19,11,-1.0,8,0,9,14
99,0.1875,42,-4.0,100,-1.0,6,17,12,28,-1.0,19,29,3,29,-1.0,0,25,19,2,-1.0,0,10,15,29
100,0.171875,42,-3.0,100,-0.5,0,9,0,5,-1.0,0,24,1,1,-0.5,17,28,19,29,-1.0,12,1,11,22
