episode,cpu_time,seed,total_reward,timesteps,agent_3_reward,agent_3_start_x,agent_3_start_y,agent_3_goal_x,agent_3_goal_y,agent_0_reward,agent_0_start_x,agent_0_start_y,agent_0_goal_x,agent_0_goal_y,agent_2_reward,agent_2_start_x,agent_2_start_y,agent_2_goal_x,agent_2_goal_y,agent_1_reward,agent_1_start_x,agent_1_start_y,agent_1_goal_x,agent_1_goal_y
1,0.21875,42,-4.0,100,-1.0,14,17,12,8,-1.0,4,4,11,16,-1.0,8,19,11,13,-1.0,2,1,11,19
2,0.234375,42,-4.0,100,-1.0,8,0,14,9,-1.0,8,17,8,13,-1.0,13,10,3,19,-1.0,2,16,6,19
3,0.21875,42,-4.0,100,-1.0,13,8,4,16,-1.0,12,8,9,4,-1.0,7,4,8,0,-1.0,10,15,7,18
4,0.15625,42,-4.0,100,-1.0,1,7,10,13,-1.0,1,19,13,13,-1.0,14,4,5,10,-1.0,9,5,13,8
5,0.203125,42,-3.5,100,-1.0,6,16,14,4,-0.5,3,10,1,10,-1.0,11,6,7,19,-1.0,11,19,14,16
6,0.1875,42,-4.0,100,-1.0,4,1,0,19,-1.0,11,3,6,18,-1.0,11,19,8,13,-1.0,12,7,8,2
7,0.203125,42,-4.0,100,-1.0,11,4,7,10,-1.0,9,4,14,9,-1.0,11,17,14,16,-1.0,3,7,6,19
8,0.21875,42,-3.5,100,-1.0,1,13,8,1,-0.5,6,4,8,2,-1.0,6,19,4,0,-1.0,14,6,12,12
9,0.21875,42,-4.0,100,-1.0,6,4,14,11,-1.0,2,16,4,16,-1.0,8,3,11,2,-1.0,11,4,9,10
10,0.203125,42,-4.0,100,-1.0,10,13,11,20,-1.0,7,18,11,6,-1.0,13,9,6,1,-1.0,3,10,2,1
11,0.1875,42,-4.0,100,-1.0,13,11,4,20,-1.0,13,9,7,2,-1.0,12,13,5,16,-1.0,7,17,14,5
12,0.1875,42,-3.5,100,-0.5,13,9,12,12,-1.0,11,4,4,4,-1.0,3,1,0,4,-1.0,10,14,12,13
13,0.203125,42,-3.0,100,-0.5,8,3,8,1,-1.0,12,8,11,7,-0.5,11,1,9,5,-1.0,12,7,5,10
14,0.171875,42,-4.0,100,-1.0,3,1,11,1,-1.0,8,16,5,0,-1.0,0,16,7,18,-1.0,9,10,2,10
15,0.1875,42,-4.0,100,-1.0,9,10,10,13,-1.0,10,16,1,13,-1.0,13,13,9,13,-1.0,8,3,11,20
16,0.15625,42,-4.0,100,-1.0,9,7,0,13,-1.0,9,10,12,12,-1.0,1,19,10,5,-1.0,9,5,5,20
17,0.1875,42,-3.5,100,-0.5,4,10,13,12,-1.0,6,13,5,10,-1.0,14,18,14,19,-1.0,7,17,7,7
18,0.171875,42,-4.0,100,-1.0,1,4,5,19,-1.0,0,16,13,13,-1.0,13,8,14,8,-1.0,4,19,5,13
19,0.203125,42,-2.5,100,-1.0,9,7,11,1,-1.0,7,17,8,16,-1.0,2,16,14,20,0.5,11,0,12,8
20,0.21875,42,-4.0,100,-1.0,6,2,2,7,-1.0,7,7,3,13,-1.0,12,14,0,10,-1.0,7,13,6,7
21,0.203125,42,-4.0,100,-1.0,11,6,14,5,-1.0,1,19,8,1,-1.0,11,14,3,10,-1.0,12,6,11,13
22,0.21875,42,-4.0,100,-1.0,11,6,7,1,-1.0,8,13,8,10,-1.0,3,4,3,13,-1.0,14,11,7,19
23,0.203125,42,-3.5,100,-1.0,10,13,1,19,-1.0,4,20,10,5,-1.0,11,4,14,14,-0.5,5,20,6,18
24,0.140625,42,-4.0,100,-1.0,6,19,8,1,-1.0,6,10,14,7,-1.0,14,15,11,6,-1.0,2,10,8,10
25,0.15625,42,-4.0,100,-1.0,5,4,7,19,-1.0,5,7,12,7,-1.0,14,16,12,10,-1.0,11,20,11,13
26,0.15625,42,-4.0,100,-1.0,2,1,8,0,-1.0,11,16,7,19,-1.0,1,13,2,16,-1.0,5,10,14,6
27,0.203125,42,-3.5,100,-1.0,6,0,3,16,-0.5,11,7,12,14,-1.0,11,13,9,4,-1.0,4,4,9,15
28,0.203125,42,-4.0,100,-1.0,11,19,7,17,-1.0,8,1,8,10,-1.0,0,7,11,1,-1.0,13,13,11,13
